,gene,product
1784,CTU2,Cytosolic thiouridylase subunit 2
1785,CUBN,Cubilin
1786,CUEDC2,CUE domain containing 2
1787,CUL3,Cullin 3
1788,CUL4B,Cullin 4B
1789,CUL7,Cullin 7
1790,CUX1,Cut like homeobox 1
1791,CUX2,Cut like homeobox 2
1792,CWC27,CWC27 spliceosome associated cyclophilin
1793,CWF19L1,CWF19 like cell cycle control factor 1
1794,CX3CR1,C-X3-C motif chemokine receptor 1
1795,CXCR2,C-X-C motif chemokine receptor 2
1796,CYB561,Cytochrome b561
1797,CYB5A,Cytochrome b5 type A
1798,CYB5R3,Cytochrome b5 reductase 3
1799,CYBA,Cytochrome b-245 alpha chain
1800,CYBB,Cytochrome b-245 beta chain
1801,CYBC1,Cytochrome b-245 chaperone 1
1802,CYC1,Cytochrome c1
1803,CYCS,"Cytochrome c, somatic"
1804,CYFIP2,Cytoplasmic FMR1 interacting protein 2
1805,CYLD,CYLD lysine 63 deubiquitinase
1806,CYP1B1,Cytochrome P450 family 1 subfamily B member 1
1807,CYP21A2,Cytochrome P450 family 21 subfamily A member 2
1808,CYP24A1,Cytochrome P450 family 24 subfamily A member 1
1809,CYP26B1,Cytochrome P450 family 26 subfamily B member 1
1810,CYP26C1,Cytochrome P450 family 26 subfamily C member 1
1811,CYP27A1,Cytochrome P450 family 27 subfamily A member 1
1812,CYP27B1,Cytochrome P450 family 27 subfamily B member 1
1813,CYP2R1,Cytochrome P450 family 2 subfamily R member 1
1814,CYP2U1,Cytochrome P450 family 2 subfamily U member 1
1815,CYP4F2,Cytochrome P450 family 4 subfamily F member 2
1816,CYP4F22,Cytochrome P450 family 4 subfamily F member 22
1817,CYP4V2,Cytochrome P450 family 4 subfamily V member 2
1818,CYP7B1,Cytochrome P450 family 7 subfamily B member 1
1819,D2HGDH,D-2-hydroxyglutarate dehydrogenase
1820,DAAM2,Dishevelled associated activator of morphogenesis 2
1821,DAB1,DAB adaptor protein 1
1822,DAB2IP,DAB2 interacting protein
1823,DACT1,Dishevelled binding antagonist of beta catenin 1
1824,DAG1,Dystroglycan 1
1825,DAGLA,Diacylglycerol lipase alpha
1826,DALRD3,DALR anticodon binding domain containing 3
1827,DAO,D-amino acid oxidase
1828,DAOA,D-amino acid oxidase activator
1829,DARS1,Aspartyl-tRNA synthetase 1
1830,DARS2,"Aspartyl-tRNA synthetase 2, mitochondrial"
1831,DAZ1,Deleted in azoospermia 1
1832,DAZ2,Deleted in azoospermia 2
1833,DAZ3,Deleted in azoospermia 3
1834,DAZ4,Deleted in azoospermia 4
1835,DBN1,Drebrin 1
1836,DBR1,Debranching RNA lariats 1
1837,DBT,Dihydrolipoamide branched chain transacylase E2
1838,DCAF17,DDB1 and CUL4 associated factor 17
1839,DCAF8,DDB1 and CUL4 associated factor 8
1840,DCC,DCC netrin 1 receptor
1841,DCDC2,Doublecortin domain containing 2
1842,DCHS1,Dachsous cadherin-related 1
1843,DCLRE1B,DNA cross-link repair 1B
1844,DCLRE1C,DNA cross-link repair 1C
1845,DCN,Decorin
1846,DCPS,"Decapping enzyme, scavenger"
1847,DCT,Dopachrome tautomerase
1848,DCTN1,Dynactin subunit 1
1849,DCX,Doublecortin
1850,DCXR,Dicarbonyl and L-xylulose reductase
1851,DDB1,Damage specific DNA binding protein 1
1852,DDB2,Damage specific DNA binding protein 2
1853,DDHD1,DDHD domain containing 1
1854,DDHD2,DDHD domain containing 2
1855,DDIT3,DNA damage inducible transcript 3
1856,DDOST,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
1857,DDRGK1,DDRGK domain containing 1
1858,DDX11,DEAD/H-box helicase 11
1859,DDX3X,DEAD-box helicase 3 X-linked
1860,DDX3Y,DEAD-box helicase 3 Y-linked
1861,DDX41,DEAD-box helicase 41
1862,DDX59,DEAD-box helicase 59
1863,DDX6,DEAD-box helicase 6
1864,DEAF1,DEAF1 transcription factor
1865,DECR1,"2,4-dienoyl-CoA reductase 1"
1866,DEF6,DEF6 guanine nucleotide exchange factor
1867,DEFB126,Defensin beta 126
1868,DEGS1,"Delta 4-desaturase, sphingolipid 1"
1869,DEK,DEK proto-oncogene
1870,DENND1A,DENN domain containing 1A
1871,DENND1B,DENN domain containing 1B
1872,DENND5A,DENN domain containing 5A
1873,DEPDC5,"DEP domain containing 5, GATOR1 subcomplex subunit"
1874,DES,Desmin
1875,DGAT1,Diacylglycerol O-acyltransferase 1
1876,DGKE,Diacylglycerol kinase epsilon
1877,DGUOK,Deoxyguanosine kinase
1878,DHCR24,24-dehydrocholesterol reductase
1879,DHCR7,7-dehydrocholesterol reductase
1880,DHDDS,Dehydrodolichyl diphosphate synthase subunit
1881,DHH,Desert hedgehog signaling molecule
1882,DHPS,Deoxyhypusine synthase
1883,DHTKD1,Dehydrogenase E1 and transketolase domain containing 1
1884,DHX16,DEAH-box helicase 16
1885,DHX30,DExH-box helicase 30
1886,DHX37,DEAH-box helicase 37
1887,DHX38,DEAH-box helicase 38
1888,DIABLO,Diablo IAP-binding mitochondrial protein
1889,DIAPH1,Diaphanous related formin 1
1890,DIAPH2,Diaphanous related formin 2
1891,DIAPH3,Diaphanous related formin 3
1892,DICER1,"Dicer 1, ribonuclease III"
1893,DIO1,Iodothyronine deiodinase 1
1894,DIPK2A,Divergent protein kinase domain 2A
1895,DIPK2B,Divergent protein kinase domain 2B
1896,DIS3L2,DIS3 like 3'-5' exoribonuclease 2
1897,DISC1,DISC1 scaffold protein
1898,DKC1,Dyskerin pseudouridine synthase 1
1899,DLAT,Dihydrolipoamide S-acetyltransferase
1900,DLD,Dihydrolipoamide dehydrogenase
1901,DLEC1,DLEC1 cilia and flagella associated protein
1902,DLG3,Discs large MAGUK scaffold protein 3
1903,DLG4,Discs large MAGUK scaffold protein 4
1904,DLL1,Delta like canonical Notch ligand 1
1905,DLL3,Delta like canonical Notch ligand 3
1906,DLL4,Delta like canonical Notch ligand 4
1907,DLST,Dihydrolipoamide S-succinyltransferase
1908,DLX3,Distal-less homeobox 3
1909,DLX4,Distal-less homeobox 4
1910,DLX5,Distal-less homeobox 5
1911,DMBT1,Deleted in malignant brain tumors 1
1912,DMGDH,Dimethylglycine dehydrogenase
1913,DMP1,Dentin matrix acidic phosphoprotein 1
1914,DMPK,DM1 protein kinase
1915,DMRT1,Doublesex and mab-3 related transcription factor 1
1916,DMXL2,Dmx like 2
1917,DNA2,DNA replication helicase/nuclease 2
1918,DNAAF1,Dynein axonemal assembly factor 1
1919,DNAAF11,Dynein axonemal assembly factor 11
1920,DNAAF2,Dynein axonemal assembly factor 2
1921,DNAAF3,Dynein axonemal assembly factor 3
1922,DNAAF4,Dynein axonemal assembly factor 4
1923,DNAAF5,Dynein axonemal assembly factor 5
1924,DNAAF6,Dynein axonemal assembly factor 6
1925,DNAH1,Dynein axonemal heavy chain 1
1926,DNAH10,Dynein axonemal heavy chain 10
1927,DNAH11,Dynein axonemal heavy chain 11
1928,DNAH17,Dynein axonemal heavy chain 17
1929,DNAH2,Dynein axonemal heavy chain 2
1930,DNAH5,Dynein axonemal heavy chain 5
1931,DNAH8,Dynein axonemal heavy chain 8
1932,DNAH9,Dynein axonemal heavy chain 9
1933,DNAI1,Dynein axonemal intermediate chain 1
1934,DNAI2,Dynein axonemal intermediate chain 2
1935,DNAI3,Dynein axonemal intermediate chain 3
1936,DNAJB11,DnaJ heat shock protein family (Hsp40) member B11
1937,DNAJB13,DnaJ heat shock protein family (Hsp40) member B13
1938,DNAJB2,DnaJ heat shock protein family (Hsp40) member B2
1939,DNAJB6,DnaJ heat shock protein family (Hsp40) member B6
1940,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12
1941,DNAJC13,DnaJ heat shock protein family (Hsp40) member C13
1942,DNAJC15,DnaJ heat shock protein family (Hsp40) member C15
1943,DNAJC19,DnaJ heat shock protein family (Hsp40) member C19
1944,DNAJC21,DnaJ heat shock protein family (Hsp40) member C21
1945,DNAJC3,DnaJ heat shock protein family (Hsp40) member C3
1946,DNAJC30,DnaJ heat shock protein family (Hsp40) member C30
1947,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5
1948,DNAJC6,DnaJ heat shock protein family (Hsp40) member C6
1949,DNAL1,Dynein axonemal light chain 1
1950,DNAL4,Dynein axonemal light chain 4
1951,DNASE1,Deoxyribonuclease 1
1952,DNASE1L3,Deoxyribonuclease 1 like 3
1953,DNASE2,"Deoxyribonuclease 2, lysosomal"
1954,DNHD1,Dynein heavy chain domain 1
1955,DNM1,Dynamin 1
1956,DNM1L,Dynamin 1 like
1957,DNM2,Dynamin 2
1958,DNMBP,Dynamin binding protein
1959,DNMT3A,DNA methyltransferase 3 alpha
1960,DNMT3B,DNA methyltransferase 3 beta
1961,DOCK2,Dedicator of cytokinesis 2
1962,DOCK3,Dedicator of cytokinesis 3
1963,DOCK6,Dedicator of cytokinesis 6
1964,DOCK7,Dedicator of cytokinesis 7
1965,DOCK8,Dedicator of cytokinesis 8
1966,DOK7,Docking protein 7
1967,DOLK,Dolichol kinase
1968,DONSON,DNA replication fork stabilization factor DONSON
1969,DPAGT1,Dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
1970,DPF2,Double PHD fingers 2
1971,DPH1,Diphthamide biosynthesis 1
1972,DPH2,Diphthamide biosynthesis 2
1973,DPM1,"Dolichyl-phosphate mannosyltransferase subunit 1, catalytic"
1974,DPM2,"Dolichyl-phosphate mannosyltransferase subunit 2, regulatory"
1975,DPM3,"Dolichyl-phosphate mannosyltransferase subunit 3, regulatory"
1976,DPP10,Dipeptidyl peptidase like 10
1977,DPP6,Dipeptidyl peptidase like 6
1978,DPY19L2,Dpy-19 like 2
1979,DPYS,Dihydropyrimidinase
1980,DPYSL5,Dihydropyrimidinase like 5
1981,DRAM2,DNA damage regulated autophagy modulator 2
1982,DRC1,Dynein regulatory complex subunit 1
1983,DSC2,Desmocollin 2
1984,DSC3,Desmocollin 3
1985,DSE,Dermatan sulfate epimerase
1986,DSG1,Desmoglein 1
1987,DSG2,Desmoglein 2
1988,DSG3,Desmoglein 3
1989,DSG4,Desmoglein 4
1990,DSP,Desmoplakin
1991,DSPP,Dentin sialophosphoprotein
1992,DST,Dystonin
1993,DSTYK,Dual serine/threonine and tyrosine protein kinase
1994,DTNA,Dystrobrevin alpha
1995,DTNBP1,Dystrobrevin binding protein 1
1996,DTYMK,Deoxythymidylate kinase
1997,DUOX2,Dual oxidase 2
1998,DUOXA2,Dual oxidase maturation factor 2
1999,DUSP6,Dual specificity phosphatase 6
2000,DUX4,Double homeobox 4
2001,DVL1,Dishevelled segment polarity protein 1
2002,DVL3,Dishevelled segment polarity protein 3
2003,DYM,Dymeclin
2004,DYNC1H1,Dynein cytoplasmic 1 heavy chain 1
2005,DYNC1I2,Dynein cytoplasmic 1 intermediate chain 2
2006,DYNC2H1,Dynein cytoplasmic 2 heavy chain 1
2007,DYNC2I1,Dynein 2 intermediate chain 1
2008,DYNC2I2,Dynein 2 intermediate chain 2
2009,DYNC2LI1,Dynein cytoplasmic 2 light intermediate chain 1
2010,DYNLT2B,Dynein light chain Tctex-type 2B
2011,DYRK1A,Dual specificity tyrosine phosphorylation regulated kinase 1A
2012,DYRK1B,Dual specificity tyrosine phosphorylation regulated kinase 1B
2013,DYSF,Dysferlin
2014,DZIP1,DAZ interacting zinc finger protein 1
2015,DZIP1L,DAZ interacting zinc finger protein 1 like
2016,EARS2,"Glutamyl-tRNA synthetase 2, mitochondrial"
2017,EBF3,EBF transcription factor 3
2018,EBP,EBP cholestenol delta-isomerase
2019,ECE1,Endothelin converting enzyme 1
2020,ECEL1,Endothelin converting enzyme like 1
2021,ECM1,Extracellular matrix protein 1
2022,EDA,Ectodysplasin A
2023,EDAR,Ectodysplasin A receptor
2024,EDARADD,EDAR associated death domain
2025,EDC3,Enhancer of mRNA decapping 3
2026,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3
2027,EDN1,Endothelin 1
2028,EDN3,Endothelin 3
2029,EED,Embryonic ectoderm development
2030,EEF1A2,Eukaryotic translation elongation factor 1 alpha 2
2031,EFEMP1,EGF containing fibulin extracellular matrix protein 1
2032,EFEMP2,EGF containing fibulin extracellular matrix protein 2
2033,EFHC1,EF-hand domain containing 1
2034,EFL1,Elongation factor like GTPase 1
2035,EFNB1,Ephrin B1
2036,EFR3A,EFR3 homolog A
2037,EFTUD2,Elongation factor Tu GTP binding domain containing 2
2038,EGR2,Early growth response 2
2039,EHBP1,EH domain binding protein 1
2040,EHHADH,Enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase
2041,EHMT1,Euchromatic histone lysine methyltransferase 1
2042,EI24,EI24 autophagy associated transmembrane protein
2043,EIF2AK1,Eukaryotic translation initiation factor 2 alpha kinase 1
2044,EIF2AK2,Eukaryotic translation initiation factor 2 alpha kinase 2
2045,EIF2AK3,Eukaryotic translation initiation factor 2 alpha kinase 3
2046,EIF2AK4,Eukaryotic translation initiation factor 2 alpha kinase 4
2047,EIF2B1,Eukaryotic translation initiation factor 2B subunit alpha
2048,EIF2B2,Eukaryotic translation initiation factor 2B subunit beta
2049,EIF2B3,Eukaryotic translation initiation factor 2B subunit gamma
2050,EIF2B4,Eukaryotic translation initiation factor 2B subunit delta
2051,EIF2B5,Eukaryotic translation initiation factor 2B subunit epsilon
2052,EIF2S3,Eukaryotic translation initiation factor 2 subunit gamma
2053,EIF3D,Eukaryotic translation initiation factor 3 subunit D
2054,EIF3F,Eukaryotic translation initiation factor 3 subunit F
2055,EIF4A3,Eukaryotic translation initiation factor 4A3
2056,EIF4E,Eukaryotic translation initiation factor 4E
2057,EIF4G1,Eukaryotic translation initiation factor 4 gamma 1
2058,EIF4H,Eukaryotic translation initiation factor 4H
2059,EIF5A,Eukaryotic translation initiation factor 5A
2060,ELAC2,ElaC ribonuclease Z 2
2061,ELF4,E74 like ETS transcription factor 4
2062,ELL,Elongation factor for RNA polymerase II
2063,ELMO2,Engulfment and cell motility 2
2064,ELMOD3,ELMO domain containing 3
2065,ELN,Elastin
2066,ELOVL1,ELOVL fatty acid elongase 1
2067,ELOVL5,ELOVL fatty acid elongase 5
2068,ELP1,Elongator acetyltransferase complex subunit 1
2069,ELP2,Elongator acetyltransferase complex subunit 2
2070,ELP3,Elongator acetyltransferase complex subunit 3
2071,ELP4,Elongator acetyltransferase complex subunit 4
2072,EMC1,ER membrane protein complex subunit 1
2073,EMC10,ER membrane protein complex subunit 10
2074,EMD,Emerin
2075,EMG1,EMG1 N1-specific pseudouridine methyltransferase
2076,EML1,EMAP like 1
2077,EML4,EMAP like 4
2078,EMP2,Epithelial membrane protein 2
2079,EMX2,Empty spiracles homeobox 2
2080,EN1,Engrailed homeobox 1
2081,EN2,Engrailed homeobox 2
2082,ENAM,Enamelin
2083,ENG,Endoglin
2084,ENO3,Enolase 3
2085,ENPP1,Ectonucleotide pyrophosphatase/phosphodiesterase 1
2086,ENSG00000290147,Novel protein
2087,ENTPD1,Ectonucleoside triphosphate diphosphohydrolase 1
2088,EOGT,EGF domain specific O-linked N-acetylglucosamine transferase
2089,EOMES,Eomesodermin
2090,EP300,E1A binding protein p300
2091,EPB41,Erythrocyte membrane protein band 4.1
2092,EPB41L1,Erythrocyte membrane protein band 4.1 like 1
2093,EPB42,Erythrocyte membrane protein band 4.2
2094,EPG5,Ectopic P-granules 5 autophagy tethering factor
2095,EPHA3,EPH receptor A3
2096,EPHB2,EPH receptor B2
2097,EPHB4,EPH receptor B4
2098,EPHX1,Epoxide hydrolase 1
2099,EPM2A,"EPM2A glucan phosphatase, laforin"
2100,EPO,Erythropoietin
2101,EPRS1,Glutamyl-prolyl-tRNA synthetase 1
2102,EPS15,Epidermal growth factor receptor pathway substrate 15
2103,EPS8,Epidermal growth factor receptor pathway substrate 8
2104,EPS8L2,EPS8 like 2
2105,EPS8L3,EPS8 like 3
2106,EPX,Eosinophil peroxidase
2107,ERAL1,Era like 12S mitochondrial rRNA chaperone 1
2108,ERBB3,Erb-b2 receptor tyrosine kinase 3
2109,ERC1,ELKS/RAB6-interacting/CAST family member 1
2110,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit"
2111,ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit"
2112,ERCC3,"ERCC excision repair 3, TFIIH core complex helicase subunit"
2113,ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit"
2114,ERCC5,"ERCC excision repair 5, endonuclease"
2115,ERCC6,"ERCC excision repair 6, chromatin remodeling factor"
2116,ERCC6L2,ERCC excision repair 6 like 2
2117,ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit"
2118,ERF,ETS2 repressor factor
2119,ERG,ETS transcription factor ERG
2120,ERGIC1,Endoplasmic reticulum-golgi intermediate compartment 1
2121,ERLIN1,ER lipid raft associated 1
2122,ERLIN2,ER lipid raft associated 2
2123,ERMARD,ER membrane associated RNA degradation
2124,ESCO2,Establishment of sister chromatid cohesion N-acetyltransferase 2
2125,ESPN,Espin
2126,ESRP1,Epithelial splicing regulatory protein 1
2127,ESRRB,Estrogen related receptor beta
2128,ETFA,Electron transfer flavoprotein subunit alpha
2129,ETFB,Electron transfer flavoprotein subunit beta
2130,ETHE1,ETHE1 persulfide dioxygenase
2131,ETV1,ETS variant transcription factor 1
2132,ETV6,ETS variant transcription factor 6
2133,EVC,EvC ciliary complex subunit 1
2134,EVC2,EvC ciliary complex subunit 2
2135,EVI5,Ecotropic viral integration site 5
2136,EWSR1,EWS RNA binding protein 1
2137,EXOC2,Exocyst complex component 2
2138,EXOC6B,Exocyst complex component 6B
2139,EXOC7,Exocyst complex component 7
2140,EXOC8,Exocyst complex component 8
2141,EXOSC1,Exosome component 1
2142,EXOSC2,Exosome component 2
2143,EXOSC3,Exosome component 3
2144,EXOSC5,Exosome component 5
2145,EXOSC8,Exosome component 8
2146,EXOSC9,Exosome component 9
2147,EXPH5,Exophilin 5
2148,EXT1,Exostosin glycosyltransferase 1
2149,EXT2,Exostosin glycosyltransferase 2
2150,EXTL3,Exostosin like glycosyltransferase 3
2151,EYA1,EYA transcriptional coactivator and phosphatase 1
2152,EYA4,EYA transcriptional coactivator and phosphatase 4
2153,EYS,Eyes shut homolog
2154,F8A1,Coagulation factor VIII associated 1
2155,F8A2,Coagulation factor VIII associated 2
2156,F8A3,Coagulation factor VIII associated 3
2157,FA2H,Fatty acid 2-hydroxylase
2158,FADD,Fas associated via death domain
2159,FAH,Fumarylacetoacetate hydrolase
2160,FAM111A,FAM111 trypsin like peptidase A
2161,FAM111B,FAM111 trypsin like peptidase B
2162,FAM149B1,Family with sequence similarity 149 member B1
2163,FAM161A,FAM161 centrosomal protein A
2164,FAM168A,Family with sequence similarity 168 member A
2165,FAM20A,FAM20A golgi associated secretory pathway pseudokinase
2166,FAM20C,FAM20C golgi associated secretory pathway kinase
2167,FAM50A,Family with sequence similarity 50 member A
2168,FAM83D,Family with sequence similarity 83 member D
2169,FAM83H,Family with sequence similarity 83 member H
2170,FAN1,FANCD2 and FANCI associated nuclease 1
2171,FANCA,FA complementation group A
2172,FANCB,FA complementation group B
2173,FANCC,FA complementation group C
2174,FANCD2,FA complementation group D2
2175,FANCE,FA complementation group E
2176,FANCF,FA complementation group F
2177,FANCG,FA complementation group G
2178,FANCI,FA complementation group I
2179,FANCL,FA complementation group L
2180,FANCM,FA complementation group M
2181,FAR1,Fatty acyl-CoA reductase 1
2182,FARS2,"Phenylalanyl-tRNA synthetase 2, mitochondrial"
2183,FARSA,Phenylalanyl-tRNA synthetase subunit alpha
2184,FARSB,Phenylalanyl-tRNA synthetase subunit beta
2185,FAS,Fas cell surface death receptor
2186,FASLG,Fas ligand
2187,FASTKD2,FAST kinase domains 2
2188,FAT2,FAT atypical cadherin 2
2189,FAT4,FAT atypical cadherin 4
2190,FBH1,F-box DNA helicase 1
2191,FBLN1,Fibulin 1
2192,FBLN5,Fibulin 5
2193,FBN1,Fibrillin 1
2194,FBN2,Fibrillin 2
2195,FBP1,Fructose-bisphosphatase 1
2196,FBP2,Fructose-bisphosphatase 2
2197,FBXL3,F-box and leucine rich repeat protein 3
2198,FBXL4,F-box and leucine rich repeat protein 4
2199,FBXO10,F-box protein 10
2200,FBXO11,F-box protein 11
2201,FBXO25,F-box protein 25
2202,FBXO28,F-box protein 28
2203,FBXO31,F-box protein 31
2204,FBXO32,F-box protein 32
2205,FBXO38,F-box protein 38
2206,FBXO43,F-box protein 43
2207,FBXO7,F-box protein 7
2208,FBXW11,F-box and WD repeat domain containing 11
2209,FBXW4,F-box and WD repeat domain containing 4
2210,FCHO1,FCH and mu domain containing endocytic adaptor 1
2211,FCN3,Ficolin 3
2212,FCRL3,Fc receptor like 3
2213,FCRL4,Fc receptor like 4
2214,FCRL5,Fc receptor like 5
2215,FCSK,Fucose kinase
2216,FDFT1,Farnesyl-diphosphate farnesyltransferase 1
2217,FDX2,Ferredoxin 2
2218,FDXR,Ferredoxin reductase
2219,FECH,Ferrochelatase
2220,FEM1C,Fem-1 homolog C
2221,FERMT1,FERM domain containing kindlin 1
2222,FERMT3,FERM domain containing kindlin 3
2223,FES,"FES proto-oncogene, tyrosine kinase"
2224,FEV,"FEV transcription factor, ETS family member"
2225,FEZF1,FEZ family zinc finger 1
2226,FGD1,"FYVE, RhoGEF and PH domain containing 1"
2227,FGD4,"FYVE, RhoGEF and PH domain containing 4"
2228,FGF10,Fibroblast growth factor 10
2229,FGF12,Fibroblast growth factor 12
2230,FGF13,Fibroblast growth factor 13
2231,FGF14,Fibroblast growth factor 14
2232,FGF16,Fibroblast growth factor 16
2233,FGF17,Fibroblast growth factor 17
2234,FGF20,Fibroblast growth factor 20
2235,FGF23,Fibroblast growth factor 23
2236,FGF3,Fibroblast growth factor 3
2237,FGF5,Fibroblast growth factor 5
2238,FGF8,Fibroblast growth factor 8
2239,FGF9,Fibroblast growth factor 9
